RecordID,CollectionDate,ConfirmedMalariaCases,SuspectedMalariaCasesTested,MalariaTestPositivityRate,MalariaIncidenceRate,SevereMalariaCases,MalariaDeaths,OutpatientMalariaVisits,InpatientMalariaAdmissions,ChildMalariaCases,MalariaInPregnancy,ITNOwnershipPercent,ITNUsagePercent,IRSCoveragePercent,Temperature,Precipitation,NDVI,Elevation,UrbanPopulationPercent,Under5PopulationPercent,GDPPerCapita,ImprovedWaterAccessPercent
2744,2023-04-24,7,11,0.46,391.77,2,0,7,2,4,1,58.5,32.2,23.8,25.3,132.0,0.55,1590.6,33.0,11.5,339.27,53.5
2745,2023-06-26,9,5,0.24,391.77,0,0,10,2,5,1,61.0,40.1,79.1,24.9,54.3,0.61,1640.6,49.1,13.3,553.4,82.0
2746,2022-03-21,2,8,0.82,391.77,1,0,5,1,2,1,67.7,52.0,36.9,30.5,40.9,0.63,733.8,21.9,14.0,551.01,73.8
2747,2021-06-27,6,11,0.82,391.77,1,0,9,0,3,3,97.4,70.3,69.3,31.5,15.2,0.4,111.6,53.0,15.7,534.15,84.0
2748,2021-07-25,2,10,0.48,391.77,1,0,8,4,6,1,70.2,53.7,76.5,24.2,35.8,0.51,928.0,17.9,16.0,497.63,48.6
2749,2021-10-14,3,18,0.25,391.77,0,0,11,1,2,0,99.2,82.5,24.7,25.6,96.5,0.37,1756.0,32.2,18.5,647.4,85.1
2750,2021-09-10,5,16,0.64,391.77,0,0,16,2,2,1,58.4,67.3,61.7,31.6,26.0,0.25,1031.3,65.1,12.4,546.05,66.0
2751,2023-02-26,3,5,0.27,391.77,1,0,5,2,1,1,55.7,41.7,28.3,32.1,45.4,0.34,1898.7,26.5,17.6,602.33,56.3
2752,2022-12-21,4,15,0.28,391.77,0,0,10,4,4,2,90.8,35.8,23.9,28.2,55.7,0.34,1941.0,40.1,12.9,508.52,88.6
2753,2023-05-30,5,13,0.88,391.77,1,0,8,3,1,1,80.7,87.6,26.7,26.0,13.6,0.41,1688.2,43.8,19.5,396.6,80.9
2754,2022-10-07,4,5,0.18,391.77,0,0,5,1,3,0,95.9,72.7,51.1,32.3,23.4,0.66,861.7,23.0,16.6,496.95,59.2
2755,2021-10-14,5,11,0.4,391.77,0,0,11,6,4,1,96.4,34.6,75.6,24.1,20.4,0.27,257.3,53.0,15.7,417.26,58.2
2756,2022-05-23,2,9,0.54,391.77,1,0,8,5,8,2,51.3,54.8,29.0,23.7,8.1,0.52,1270.1,66.0,12.4,466.06,52.3
2757,2022-07-22,4,11,0.19,391.77,0,0,7,4,5,1,90.8,32.3,22.5,26.1,77.4,0.72,1173.3,27.4,18.0,564.1,61.3
2758,2021-06-22,5,11,0.13,391.77,2,0,6,1,6,0,69.8,40.5,67.3,27.8,51.1,0.36,1607.4,30.7,16.5,594.24,56.1
2759,2022-05-24,6,10,0.53,391.77,1,0,10,2,4,1,85.9,76.9,30.3,29.5,28.0,0.1,1627.4,39.2,18.2,437.9,69.5
2760,2022-08-07,10,8,0.19,391.77,1,0,6,1,4,0,72.9,58.3,47.6,31.2,19.5,0.69,1583.1,39.8,13.5,496.11,51.7
2761,2021-02-24,5,10,0.3,391.77,0,0,8,1,2,2,92.4,72.0,49.1,27.2,9.0,0.55,733.4,29.8,12.9,518.07,80.7
2762,2022-09-10,6,6,0.5,391.77,0,0,5,1,1,1,73.7,31.1,23.5,25.8,66.4,0.14,1921.2,58.1,11.3,500.37,84.6
2763,2022-02-25,7,12,0.38,391.77,1,0,4,2,1,2,77.7,43.0,51.6,27.6,51.2,0.37,1447.1,11.1,14.7,467.42,69.7
2764,2023-11-27,4,6,0.67,391.77,0,0,8,0,3,0,57.9,31.8,47.6,32.3,48.3,0.76,979.6,57.1,12.7,413.93,78.4
2765,2023-11-10,7,12,0.87,391.77,0,0,3,1,3,0,95.2,49.0,64.3,28.4,164.2,0.15,1817.8,51.6,19.4,593.01,81.7
2766,2022-01-22,6,11,0.7,391.77,2,0,7,3,7,4,74.1,53.1,51.8,26.3,192.4,0.37,1025.8,22.0,17.7,589.89,75.0
2767,2023-03-14,2,14,0.9,391.77,0,0,10,0,4,1,82.1,60.2,56.1,24.7,128.7,0.29,1324.3,24.1,13.3,300.37,45.9
2768,2022-08-29,3,17,0.41,391.77,1,0,5,1,1,0,69.5,43.5,57.0,27.1,12.1,0.34,1029.2,12.1,11.9,591.8,45.5
2769,2021-04-22,4,8,0.34,391.77,2,0,7,3,2,1,53.2,30.4,58.9,24.7,3.3,0.66,75.3,49.9,11.6,565.79,82.8
2770,2022-05-06,4,12,0.27,391.77,1,0,11,3,3,4,95.6,65.2,62.6,28.4,53.9,0.6,402.7,61.8,15.8,417.29,72.2
2771,2023-10-11,5,14,0.81,391.77,0,0,10,2,4,0,76.1,83.9,66.1,28.8,33.1,0.6,746.4,15.8,16.1,664.76,79.6
2772,2023-03-02,7,3,0.41,391.77,0,0,10,2,4,0,51.1,39.8,67.3,23.0,17.0,0.55,302.0,63.1,16.3,314.74,50.2
2773,2021-08-19,3,5,0.67,391.77,0,0,10,5,3,0,68.8,77.5,66.5,29.1,11.5,0.74,1729.4,60.2,15.9,408.79,73.4
2774,2022-05-09,3,19,0.64,391.77,1,0,5,2,3,0,76.7,88.6,26.6,30.7,37.6,0.54,1119.9,43.8,17.4,496.36,84.8
2775,2023-10-21,6,9,0.15,391.77,0,0,8,4,3,1,89.7,56.5,21.2,21.1,27.0,0.37,1685.6,27.3,14.9,612.21,45.3
2776,2021-05-26,3,13,0.8,391.77,1,0,9,0,2,0,83.1,75.7,75.9,21.5,72.5,0.57,182.3,39.7,16.3,506.21,52.5
2777,2023-12-18,9,7,0.49,391.77,0,0,6,0,1,2,95.7,61.6,31.2,28.8,67.3,0.41,556.0,41.9,16.8,475.31,55.9
2778,2021-01-25,7,7,0.28,391.77,1,0,9,4,3,0,74.4,49.1,55.7,26.0,10.0,0.74,962.7,18.6,17.1,510.08,45.8
2779,2023-01-10,5,15,0.88,391.77,1,0,6,2,5,0,91.7,51.9,33.3,26.4,4.8,0.54,324.0,10.0,12.8,412.93,46.7
2780,2022-10-11,6,10,0.7,391.77,0,0,8,3,3,2,83.8,80.7,73.3,23.8,16.9,0.41,1864.2,36.9,16.3,336.9,42.7
2781,2021-09-28,6,9,0.59,391.77,0,0,6,2,2,2,94.6,87.4,57.3,27.9,36.0,0.55,1940.9,13.3,17.3,389.14,67.2
2782,2023-03-04,3,15,0.89,391.77,0,0,9,2,3,0,78.0,60.0,32.3,22.9,68.9,0.46,1597.5,28.0,14.8,559.85,87.5
2783,2023-05-12,8,7,0.71,391.77,1,0,8,2,2,2,90.0,43.0,74.6,30.7,100.2,0.51,688.2,24.4,13.5,297.28,85.4
2784,2023-01-19,10,12,0.2,391.77,0,0,9,1,4,2,55.8,67.0,58.6,26.6,9.7,0.56,1071.3,31.7,16.2,429.39,47.0
2785,2021-12-20,6,13,0.89,391.77,4,0,9,3,1,3,63.8,33.6,51.9,27.8,11.9,0.19,729.8,50.2,17.0,678.15,58.7
2786,2023-08-23,7,14,0.58,391.77,2,0,5,1,5,2,79.5,34.0,24.5,27.3,27.8,0.31,1477.1,30.4,16.3,629.93,70.9
2787,2021-05-30,2,10,0.34,391.77,0,0,9,1,4,1,72.2,44.1,47.8,25.4,18.1,0.68,862.1,63.6,15.1,579.38,59.8
2788,2021-02-04,5,8,0.75,391.77,1,0,6,4,1,2,98.8,56.5,28.5,26.4,13.1,0.55,28.3,57.6,17.1,460.51,51.6
2789,2021-05-19,8,11,0.14,391.77,1,0,8,0,1,3,55.1,50.2,67.3,27.7,96.3,0.34,1156.5,52.1,14.2,593.01,82.2
2790,2021-01-29,6,10,0.62,391.77,0,0,6,3,3,2,85.9,30.7,63.1,21.0,57.5,0.28,1123.4,47.0,16.8,575.72,67.7
2791,2022-06-21,2,14,0.23,391.77,1,0,12,2,3,0,74.7,83.6,75.6,31.6,9.9,0.2,1292.2,66.3,17.7,446.38,70.3
2792,2022-03-18,3,9,0.17,391.77,0,0,11,2,2,4,65.1,51.7,63.4,30.0,23.9,0.74,1758.1,10.3,11.4,448.53,64.6
2793,2021-03-23,10,11,0.38,391.77,2,0,7,3,1,2,60.4,49.9,56.2,28.3,60.2,0.36,1378.0,53.0,15.6,599.9,83.2
2794,2021-05-04,3,12,0.39,391.77,0,0,11,0,4,0,92.5,61.4,62.1,27.8,18.9,0.54,1336.8,16.9,17.2,504.5,41.0
2795,2023-03-27,4,11,0.58,391.77,2,0,6,2,5,1,58.3,56.8,33.1,26.3,2.3,0.47,78.7,12.8,17.2,375.57,77.8
2796,2023-11-04,9,6,0.55,391.77,1,0,5,2,4,2,82.3,65.9,48.5,26.3,46.5,0.67,1881.6,23.2,11.8,595.19,58.0
2797,2022-08-10,2,9,0.65,391.77,1,0,7,3,4,1,91.4,65.7,58.2,30.0,4.4,0.26,146.7,23.6,19.4,558.94,55.2
2798,2023-10-24,5,9,0.24,391.77,1,0,11,1,4,1,99.0,44.2,24.8,28.4,78.3,0.56,1756.5,37.3,11.4,483.4,72.5
2799,2023-05-01,1,1,0.8,391.77,3,0,12,1,8,0,83.5,71.4,63.7,27.2,41.0,0.66,613.6,49.5,14.2,442.11,63.5
2800,2023-05-18,5,3,0.79,391.77,1,0,9,1,3,0,56.3,39.0,42.3,25.4,39.7,0.43,286.6,12.6,14.3,474.09,50.4
2801,2023-04-04,9,12,0.27,391.77,0,0,11,4,4,1,50.7,50.0,39.3,24.3,45.2,0.18,1345.4,14.1,19.8,456.59,89.0
2802,2021-06-18,2,11,0.48,391.77,0,0,10,1,3,1,92.0,56.0,58.3,25.7,31.4,0.57,584.5,34.0,11.3,330.45,49.4
2803,2021-11-09,5,5,0.49,391.77,2,0,12,1,3,1,95.2,87.2,72.3,27.6,13.4,0.61,343.8,50.6,12.5,390.53,64.4
2804,2022-07-23,6,19,0.84,391.77,1,0,10,2,2,4,55.4,68.3,37.4,26.2,84.0,0.1,430.4,31.5,18.5,530.44,40.6
2805,2021-06-21,7,9,0.82,391.77,1,0,7,3,3,0,96.0,69.9,62.0,25.8,24.3,0.41,698.8,11.8,19.5,550.95,86.5
2806,2022-09-27,3,7,0.15,391.77,0,0,7,2,4,2,87.9,51.4,62.1,17.8,87.2,0.53,206.0,64.3,13.5,645.97,79.8
2807,2021-06-11,7,7,0.87,391.77,1,0,8,2,0,1,60.2,51.1,61.0,33.1,30.5,0.41,1067.3,20.8,17.9,599.71,66.3
2808,2023-11-14,7,6,0.15,391.77,2,0,6,4,2,0,72.4,78.9,67.5,26.7,9.4,0.79,1025.8,62.4,10.8,380.13,57.6
2809,2022-02-21,6,11,0.54,391.77,2,0,10,0,1,1,62.0,58.8,54.5,24.0,26.9,0.34,1042.2,65.3,10.1,483.79,86.5
2810,2021-11-15,4,7,0.35,391.77,0,0,5,2,5,0,92.6,62.6,79.9,25.4,68.4,0.71,1951.8,61.7,17.4,473.23,64.2
2811,2022-11-01,10,22,0.41,391.77,1,0,11,2,5,2,74.4,33.2,51.2,27.6,65.0,0.61,155.3,51.5,17.8,549.11,46.4
2812,2023-03-12,6,13,0.6,391.77,2,0,12,2,5,1,70.8,86.6,50.2,23.8,30.5,0.37,979.4,22.3,18.8,528.77,71.2
2813,2021-05-16,8,8,0.57,391.77,2,0,9,2,2,0,64.2,38.6,21.4,26.5,13.2,0.4,163.9,22.1,17.9,571.56,50.1
2814,2022-09-28,3,8,0.23,391.77,0,0,11,3,2,2,81.4,36.7,67.1,29.1,125.7,0.47,1323.7,12.1,11.3,459.94,53.4
2815,2023-06-15,6,9,0.88,391.77,2,0,10,2,2,2,80.0,50.0,76.9,24.8,9.6,0.53,1473.5,54.5,15.9,423.99,83.4
2816,2022-05-04,9,10,0.12,391.77,1,0,6,0,0,1,58.9,50.0,52.1,25.5,2.9,0.17,349.5,12.1,13.5,582.53,41.6
2817,2021-04-29,3,12,0.37,391.77,0,0,8,2,1,1,90.4,49.8,39.6,31.0,44.8,0.31,623.5,36.4,17.7,362.47,62.6
2818,2022-05-16,7,17,0.74,391.77,0,0,6,2,6,0,85.4,57.9,41.5,23.7,35.1,0.56,671.8,55.4,11.2,369.12,41.6
2819,2021-06-26,4,12,0.78,391.77,0,0,8,1,7,1,56.6,79.9,75.8,25.4,36.5,0.31,508.9,62.7,13.7,388.67,71.7
2820,2023-06-09,3,9,0.74,391.77,1,0,6,6,1,1,74.3,84.4,58.9,25.7,43.1,0.57,1576.7,25.0,16.1,588.68,63.5
2821,2021-08-26,9,9,0.4,391.77,1,0,6,2,3,0,83.7,58.6,74.5,24.4,38.8,0.58,916.3,62.2,18.1,470.39,78.6
2822,2023-07-18,4,14,0.64,391.77,0,0,11,1,2,1,70.2,43.6,59.2,29.0,5.6,0.55,32.9,10.7,12.9,425.64,58.3
2823,2021-04-23,4,13,0.71,391.77,2,0,3,0,4,0,87.0,76.7,43.2,29.6,136.6,0.26,586.5,21.5,19.4,583.19,40.1
2824,2022-09-26,3,13,0.56,391.77,0,0,11,4,4,2,79.7,52.5,46.0,31.6,12.6,0.5,1916.1,62.2,11.7,285.73,60.2
2825,2021-12-26,2,8,0.64,391.77,0,0,5,1,3,1,97.9,44.3,51.7,30.8,10.9,0.71,772.7,39.1,17.9,371.77,71.8
2826,2021-09-02,3,10,0.54,391.77,1,0,13,1,3,1,51.7,79.1,55.3,21.6,16.1,0.62,649.6,63.3,15.1,529.92,83.8
2827,2021-01-26,6,10,0.14,391.77,0,0,11,3,0,0,58.5,74.1,56.5,20.3,18.1,0.66,872.3,61.5,15.9,467.28,84.2
2828,2021-10-09,12,3,0.32,391.77,0,0,8,3,7,1,71.0,50.1,47.1,22.3,0.9,0.21,1566.8,64.4,16.9,471.14,61.1
2829,2021-01-24,7,11,0.66,391.77,2,0,10,1,1,1,95.4,58.5,22.3,26.2,44.0,0.13,1222.3,39.6,12.0,392.04,81.9
2830,2021-12-02,4,6,0.29,391.77,0,0,5,0,3,0,60.5,63.8,56.8,31.4,28.9,0.41,589.5,62.1,17.2,529.33,88.3
2831,2023-10-14,7,8,0.46,391.77,0,0,6,2,3,0,81.3,80.5,50.1,27.8,112.3,0.39,1013.2,44.3,10.4,387.36,60.7
2832,2022-12-12,5,9,0.53,391.77,1,0,7,2,1,0,50.6,47.1,60.4,19.2,5.6,0.4,1608.4,43.8,14.7,723.84,80.8
2833,2023-12-08,8,11,0.64,391.77,0,0,4,2,6,3,53.8,44.6,63.6,29.3,2.2,0.18,1821.5,40.2,15.9,503.79,71.8
2834,2023-11-26,4,13,0.31,391.77,0,0,9,3,2,2,77.6,84.5,39.7,24.6,28.8,0.79,950.5,61.0,18.9,622.7,85.2
2835,2022-06-15,7,9,0.58,391.77,2,0,5,3,1,0,78.0,39.7,36.0,27.3,104.6,0.2,1882.3,40.7,17.1,450.21,65.3
2836,2021-12-08,5,5,0.58,391.77,0,0,10,2,5,0,75.8,35.4,29.1,25.5,129.0,0.64,459.3,21.4,13.9,437.53,52.9
2837,2023-02-01,2,9,0.78,391.77,0,0,4,2,5,1,98.8,75.4,51.8,25.3,304.2,0.59,1717.8,29.8,12.5,410.64,71.2
2838,2021-09-17,4,8,0.54,391.77,4,0,7,3,2,1,74.0,88.1,23.9,31.5,27.4,0.19,1841.9,31.2,17.4,468.24,57.3
2839,2022-07-05,6,12,0.34,391.77,0,0,11,3,2,2,54.4,64.4,78.5,28.9,69.0,0.75,1956.6,31.5,17.2,523.05,47.7
2840,2021-08-30,6,12,0.52,391.77,0,0,8,0,3,0,55.3,50.3,26.1,26.7,5.5,0.16,862.7,27.0,15.8,417.83,41.8
2841,2021-03-02,4,8,0.19,391.77,1,0,12,5,4,1,64.3,72.0,43.5,26.5,29.4,0.68,1573.0,37.4,15.4,474.27,54.3
2842,2022-11-18,3,9,0.59,391.77,0,0,12,0,3,0,65.2,71.7,23.9,25.6,101.1,0.6,1504.8,66.2,15.1,388.5,58.8
2843,2023-05-30,4,10,0.83,391.77,1,0,4,2,3,1,87.4,59.8,76.0,28.8,83.8,0.15,1824.3,65.1,19.3,287.35,73.6
2844,2022-07-12,5,5,0.52,391.77,1,0,7,3,3,0,72.8,35.8,35.2,31.6,13.9,0.24,1974.8,66.7,11.4,357.7,87.5
2845,2023-12-09,7,7,0.33,391.77,0,0,5,3,7,2,75.0,31.6,78.6,26.6,15.5,0.17,1673.8,56.7,12.1,553.83,79.2
2846,2021-05-11,10,12,0.42,391.77,2,0,8,1,3,0,99.3,47.0,75.8,24.5,24.2,0.55,274.9,42.5,15.6,482.24,87.0
2847,2022-06-23,7,9,0.82,391.77,1,0,10,2,0,1,92.6,51.1,51.7,27.1,43.0,0.32,776.0,11.7,19.4,337.65,79.6
2848,2021-06-07,5,12,0.75,391.77,1,0,11,0,1,1,57.1,67.6,77.7,32.3,20.2,0.67,303.7,61.8,12.6,300.07,88.8
2849,2023-10-14,3,15,0.74,391.77,0,0,6,1,4,2,98.7,74.4,38.3,25.3,18.6,0.41,1274.3,44.8,15.1,479.68,82.0
2850,2023-07-22,4,20,0.55,391.77,1,0,6,2,4,1,95.4,81.5,57.3,27.6,58.9,0.48,915.2,44.6,18.2,495.18,88.9
2851,2023-11-13,4,8,0.42,391.77,1,0,7,1,2,2,59.5,56.8,32.7,25.6,27.5,0.41,977.6,18.1,13.1,586.53,71.5
2852,2023-01-08,8,12,0.21,391.77,0,0,7,0,1,0,76.1,69.3,71.2,25.8,24.5,0.25,1987.2,41.8,16.6,518.45,86.9
2853,2021-04-24,8,14,0.88,391.77,0,0,11,5,4,0,83.9,81.1,55.5,26.6,39.1,0.39,1114.4,27.9,18.5,585.63,72.4
2854,2023-10-21,4,11,0.24,391.77,0,0,9,3,4,0,87.5,83.8,74.9,28.4,39.9,0.13,1425.0,26.0,16.8,507.24,55.9
2855,2021-12-08,4,10,0.3,391.77,1,0,5,2,0,0,78.1,82.4,56.0,27.4,59.2,0.5,1821.5,40.2,16.8,524.05,66.1
2856,2023-01-24,8,9,0.71,391.77,1,0,17,4,6,1,54.9,87.6,56.5,22.9,27.1,0.23,406.7,37.7,15.9,627.77,67.0
2857,2021-11-19,4,7,0.38,391.77,1,0,6,1,4,2,90.4,33.7,64.1,27.8,118.6,0.51,1420.6,19.3,12.7,577.74,53.4
2858,2022-06-07,6,9,0.57,391.77,4,0,8,1,6,0,54.3,65.4,23.1,31.3,38.8,0.78,1248.1,11.3,11.8,510.48,71.8
2859,2021-07-30,6,14,0.71,391.77,2,0,9,2,2,0,94.7,64.2,47.5,28.4,32.4,0.58,735.7,43.5,10.6,629.33,55.1
2860,2021-08-25,1,10,0.54,391.77,0,0,8,1,1,1,69.9,82.2,33.3,32.9,23.3,0.16,946.3,68.6,19.2,331.69,61.3
2861,2022-04-13,5,11,0.49,391.77,3,0,14,1,7,1,73.6,42.3,76.1,28.3,20.9,0.32,1794.0,35.2,18.2,505.71,55.5
2862,2023-11-09,3,4,0.14,391.77,0,0,8,1,4,0,80.9,48.2,74.2,20.7,1.8,0.73,1820.2,55.5,12.6,507.79,78.9
2863,2021-01-06,9,8,0.49,391.77,2,0,6,4,2,1,50.1,61.0,66.9,25.4,136.2,0.56,511.5,59.1,16.0,581.62,69.7
2864,2021-04-01,4,17,0.46,391.77,1,0,10,2,2,1,56.0,45.2,74.8,25.2,120.4,0.5,1793.4,27.4,10.9,502.03,45.4
2865,2021-01-26,8,17,0.8,391.77,2,0,9,6,4,1,96.6,73.2,72.2,24.0,15.7,0.38,254.0,49.4,16.9,530.36,58.6
2866,2022-05-16,8,11,0.46,391.77,3,0,11,3,1,0,54.0,76.8,54.3,22.7,37.3,0.71,1201.1,37.8,10.5,528.34,77.0
2867,2021-04-05,2,8,0.6,391.77,0,0,8,3,4,0,90.4,86.6,77.2,28.9,43.8,0.55,943.1,27.4,16.0,634.39,59.9
2868,2023-08-25,6,8,0.72,391.77,1,0,3,3,3,1,89.4,89.4,50.8,30.4,25.4,0.68,1183.9,37.5,10.1,445.95,62.5
2869,2023-01-16,9,7,0.47,391.77,2,0,6,4,2,2,53.0,87.2,79.2,31.8,58.8,0.19,1638.8,48.5,15.2,525.03,79.1
2870,2023-02-24,4,12,0.31,391.77,2,0,5,2,3,1,67.8,45.9,77.7,22.7,12.1,0.64,1137.2,14.3,13.9,451.6,62.3
2871,2021-11-04,4,7,0.82,391.77,0,0,8,3,6,2,60.7,47.9,75.9,28.4,28.1,0.41,1428.1,29.2,17.7,605.63,65.5
2872,2022-01-02,6,11,0.82,391.77,0,0,3,3,5,0,93.2,52.3,40.2,27.6,78.1,0.14,1805.4,45.7,18.2,483.71,88.3
2873,2021-03-14,13,8,0.82,391.77,0,0,5,0,0,1,92.0,38.8,39.1,22.8,91.7,0.36,197.2,15.7,19.3,558.59,75.3
2874,2023-05-09,6,13,0.32,391.77,1,0,7,4,2,1,78.1,30.6,46.8,26.5,72.0,0.78,714.2,30.7,19.4,409.59,49.6
2875,2022-04-05,8,12,0.35,391.77,2,0,5,3,5,0,98.8,37.8,30.9,28.4,7.5,0.65,735.8,12.1,17.8,585.3,62.0
2876,2022-10-22,8,8,0.84,391.77,0,0,4,2,3,1,93.9,49.2,27.1,22.5,8.2,0.51,1323.8,69.9,16.5,207.44,40.8
2877,2022-05-24,1,9,0.2,391.77,0,0,9,6,5,1,64.7,56.3,61.1,25.4,31.5,0.17,384.3,22.2,17.2,486.88,64.6
2878,2023-05-03,8,5,0.62,391.77,0,0,9,2,3,0,59.1,47.4,44.9,32.3,18.4,0.36,449.7,57.4,13.9,377.08,60.5
2879,2022-10-18,4,13,0.33,391.77,0,0,6,2,3,1,85.2,76.8,56.7,23.8,14.0,0.71,1028.4,29.0,11.0,443.42,63.4
2880,2022-07-10,4,9,0.68,391.77,3,0,7,3,1,1,95.9,78.7,37.6,25.7,7.1,0.64,1461.3,52.7,10.4,472.48,57.2
2881,2021-06-09,2,8,0.77,391.77,2,0,9,2,1,0,91.2,89.3,40.0,26.9,12.0,0.55,1969.3,35.0,18.6,619.51,75.5
2882,2023-02-03,6,11,0.43,391.77,1,0,11,1,3,2,58.2,42.5,60.6,25.5,10.3,0.64,416.2,12.5,15.5,481.51,80.9
2883,2021-09-02,6,8,0.22,391.77,1,0,9,1,4,3,79.8,52.5,36.1,31.7,12.6,0.43,266.4,22.9,11.0,538.83,42.0
2884,2023-10-26,3,9,0.69,391.77,0,0,6,1,7,3,86.0,48.5,29.3,37.2,71.3,0.64,636.5,49.7,13.3,473.71,58.6
2885,2021-04-18,5,13,0.14,391.77,3,0,11,1,4,0,98.9,55.9,75.2,24.1,17.8,0.38,29.7,13.3,13.3,287.57,71.7
2886,2022-01-03,8,9,0.11,391.77,4,0,10,4,4,0,78.5,87.5,64.3,28.5,65.4,0.37,1170.4,62.5,16.4,509.2,86.3
2887,2022-04-03,9,10,0.8,391.77,1,0,9,2,4,0,71.2,58.7,29.6,24.4,76.2,0.45,442.1,31.7,10.8,522.08,69.0
2888,2023-11-23,3,11,0.75,391.77,2,0,5,0,5,0,65.5,37.6,33.2,20.9,27.1,0.74,432.0,44.7,17.5,512.89,74.3
2889,2021-04-05,2,12,0.57,391.77,1,0,6,1,5,3,85.7,30.7,39.7,26.7,20.2,0.44,1554.7,64.9,11.7,614.75,70.8
2890,2023-04-02,7,9,0.63,391.77,1,0,10,1,4,2,93.7,47.3,49.0,26.5,2.8,0.16,726.9,36.8,18.7,649.94,55.8
2891,2021-05-22,6,16,0.86,391.77,0,0,8,3,5,0,82.4,34.6,25.3,24.9,110.2,0.27,1845.7,60.6,18.1,693.89,54.4
2892,2023-08-11,6,6,0.15,391.77,3,0,10,0,6,1,97.1,41.9,32.6,26.2,322.4,0.59,1191.4,49.3,13.2,430.3,81.0
2893,2022-08-02,6,10,0.27,391.77,3,0,7,4,4,1,87.9,63.7,20.8,25.5,8.4,0.65,839.0,37.0,17.7,692.58,85.5
2894,2022-09-29,4,7,0.68,391.77,2,0,11,5,3,1,71.5,73.9,55.8,28.2,3.6,0.36,1886.5,30.6,16.0,598.96,61.6
2895,2022-11-02,6,12,0.31,391.77,2,0,9,1,3,2,68.6,47.2,69.9,27.7,38.3,0.54,1857.0,29.0,15.7,479.74,52.0
2896,2021-06-26,10,10,0.27,391.77,2,0,5,2,2,2,96.5,68.5,30.7,26.2,51.9,0.68,1119.2,37.9,10.6,646.18,71.0
2897,2023-07-25,4,8,0.45,391.77,1,0,12,3,1,1,75.3,36.6,73.1,28.1,35.7,0.22,861.9,52.3,12.0,643.5,82.7
2898,2021-01-17,3,18,0.68,391.77,1,0,4,1,3,1,77.7,52.3,44.0,26.0,1.6,0.66,1640.0,37.5,14.6,544.17,42.3
2899,2023-01-26,0,4,0.27,391.77,0,0,6,3,3,1,72.4,86.0,39.2,24.9,150.0,0.31,1378.2,56.6,10.8,488.02,50.0
2900,2022-02-15,8,10,0.44,391.77,3,0,13,0,2,0,87.3,87.9,33.3,26.9,65.5,0.78,1830.1,13.4,19.9,458.94,73.8
2901,2022-08-21,3,12,0.52,391.77,1,0,7,2,3,1,96.8,76.0,78.7,28.3,24.3,0.53,1675.0,60.6,18.8,530.39,49.5
2902,2022-09-15,4,14,0.24,391.77,0,0,8,5,1,1,95.2,31.2,35.0,26.4,37.5,0.37,1820.2,26.6,17.4,405.67,84.1
2903,2022-05-12,5,12,0.48,391.77,1,0,8,4,2,1,76.8,34.1,42.1,28.1,53.9,0.47,333.2,69.0,19.9,419.59,67.7
2904,2023-08-09,3,4,0.79,391.77,3,0,5,1,7,2,82.5,38.3,25.6,27.2,36.5,0.71,1750.0,53.7,16.8,339.82,61.8
2905,2023-01-25,2,10,0.7,391.77,0,0,14,0,2,1,62.6,50.4,78.2,23.4,57.7,0.19,732.6,36.0,12.6,290.42,47.3
2906,2023-10-08,8,6,0.5,391.77,1,0,11,3,2,1,52.3,67.2,22.5,27.3,20.4,0.51,117.9,65.7,13.2,439.56,45.8
2907,2022-02-05,4,13,0.2,391.77,2,0,6,2,5,0,91.5,85.1,42.2,25.4,25.4,0.17,1158.0,13.2,16.7,498.73,57.1
2908,2022-05-18,3,11,0.12,391.77,0,0,9,1,1,1,90.8,43.5,32.0,27.9,28.3,0.16,529.7,31.0,11.2,420.15,40.2
2909,2021-11-05,8,7,0.15,391.77,1,0,3,2,0,2,97.1,34.4,39.2,26.5,13.9,0.27,1396.7,52.1,12.1,385.05,70.1
2910,2021-01-14,5,11,0.7,391.77,0,0,8,1,6,0,50.5,79.9,28.7,25.0,40.5,0.43,1940.0,65.2,17.9,478.84,59.5
2911,2023-04-20,6,9,0.66,391.77,2,0,10,2,4,0,83.4,66.9,36.6,24.2,6.4,0.78,1587.9,68.7,10.8,334.43,42.4
2912,2021-02-18,7,11,0.7,391.77,1,0,9,0,4,0,73.9,68.7,39.8,30.4,55.0,0.28,545.4,59.8,13.0,485.79,55.6
2913,2022-04-23,10,4,0.35,391.77,1,0,11,2,1,3,73.2,66.2,36.3,23.3,102.5,0.67,1988.3,18.8,17.5,708.24,79.3
2914,2022-12-11,7,10,0.17,391.77,1,0,6,3,1,0,76.1,88.2,56.0,26.4,42.8,0.76,918.1,29.1,14.8,515.06,81.3
2915,2021-01-20,3,11,0.67,391.77,1,0,6,3,2,1,99.6,37.9,44.9,32.7,96.8,0.48,939.8,56.8,16.3,601.77,45.3
2916,2022-11-18,3,8,0.84,391.77,3,0,7,3,2,0,56.6,71.8,36.0,28.6,83.5,0.51,476.7,32.7,17.5,646.63,47.8
2917,2021-01-03,7,9,0.46,391.77,2,0,8,1,8,1,67.8,66.0,51.8,21.5,16.6,0.69,611.0,26.8,17.8,502.64,63.9
2918,2023-02-10,3,9,0.71,391.77,1,0,7,2,3,3,94.4,31.7,37.6,20.0,104.2,0.44,1804.4,25.7,18.8,426.52,69.8
